The Duration of the packet's flow,Packet header length,Protocol Type,Time-to-Live,Rate of packet transmission,Rate of outbound packets transmission,Rate of inbound packets transmission,"Indication whether FIN flags appear in the traffic (1 for true, 0 otherwise)","Indication whether SYN flags appear in the traffic (1 for true, 0 otherwise)","Indication whether RST flags appear in the traffic (1 for true, 0 otherwise)","Indication whether PSH flags appear in the traffic (1 for true, 0 otherwise)","Indication whether ACK flags appear in the traffic (1 for true, 0 otherwise)","Indication whether ECE flags appear in the traffic (1 for true, 0 otherwise)","Indication whether CWR flags appear in the traffic (1 for true, 0 otherwise)",Number of packets with an ACK flag,Number of packets with a SYN flag,Number of packets with a FIN flag,Number of packets with an URG flag,Number of packets with an RST flag,"Indication whether the application layer protocol is HTTP (1 for true, 0 otherwise)","Indication whether the application layer protocol is HTTPS (1 for true, 0 otherwise)","Indication whether the application layer protocol is DNS (1 for true, 0 otherwise)","Indication whether the application layer protocol is Telnet (1 for true, 0 otherwise)","Indication whether the application layer protocol is SMTP (1 for true, 0 otherwise)","Indication whether the application layer protocol is SSH (1 for true, 0 otherwise)","Indication whether the application layer protocol is IRC (1 for true, 0 otherwise)","Indication whether the transport layer protocol is TCP (1 for true, 0 otherwise)","Indication whether the transport layer protocol is UDP (1 for true, 0 otherwise)","Indication whether the application layer protocol is DHCP (1 for true, 0 otherwise)","Indication whether the link layer protocol is ARP (1 for true, 0 otherwise)","Indication whether the network layer protocol is ICMP (1 for true, 0 otherwise)","Indication whether the network layer protocol is IP (1 for true, 0 otherwise)","Indication whether the link layer protocol is LLC (1 for true, 0 otherwise)",Tot sum,Minimum packet length in the flow,Maximum packet length in the flow,Average packet length in the flow,Standard deviation of packet length,Tot size,The time difference between two consecutive packets,The total number of packets,Magnitude (calculated as the mean of the average lengths of incoming and outgoing packets in the flow),Radius (calculated as the averaged variances of packet lengths for incoming and outgoing packets),Covariance (covariance of the lengths of incoming and outgoing packets),Variance (calculated as the ratio of variances in packet lengths between incoming and outgoing packets),Weight (calculated as the product of the counts of incoming and outgoing packets),label
156.39875109195708,28689.2,12.6,72.8,13.07133751346544,13.07133751346544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.0,0.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1821.8,50.0,317.0,118.598697757351,85.11896227186612,88.4,166517238.31074,13.5,15.363381341023592,120.26670868830128,7248.628519602278,1.0,244.6,BenignTraffic
4.015211963653565,58457.8,9.3,85.5,75.97885195158509,75.97885195158509,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.3,0.0,2.4,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1695.5,60.0,485.0,106.02810185729302,105.57225882826329,266.3,166517881.6166344,13.5,14.053495352730788,117.28749999468891,7329.313011750693,1.0,244.6,BenignTraffic
6.917842721939087,365400.0,6.0,232.0,52.68982674010571,52.68982674010571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,363.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,363.0,66.0,66.0,66.0,0.0,66.0,0.0117217063903808,5.5,11.489125293076055,0.0,0.0,0.0,38.5,BenignTraffic
1.515312170982361,1772921.0,6.0,165.4,699.1947451736289,699.1947451736289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,1058.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3313.0,78.0,1666.0,394.576507936508,528.1763709013136,1376.4,0.000442099571228,5.5,23.53549894326825,746.9541870536398,838898.9074971026,0.4,38.5,BenignTraffic
19.49980034828186,275597.2,8.7,130.6,68.80390278449269,68.80390278449269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,73.1,354.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,581.8,61.8,184.0,103.26289682539682,43.93343689336999,99.7,0.0119664907455444,5.5,14.33189991833333,62.13126229626634,2209.381639628999,0.9,38.5,BenignTraffic
2.5125865936279297,8857.8,6.0,115.3,29.39447579742604,29.39447579742604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,19.2,40.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,554.8,73.8,156.0,106.08805555555554,33.265557524835536,98.3,0.015781807899475,5.5,14.525670125770182,47.04460261152478,1244.0049277998237,0.9,38.5,Brute_Force
8.807217860221863,5229.6,6.0,64.0,3.4403627099246963,3.4403627099246963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15.9,29.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1965.0,66.0,150.0,127.65258949684646,26.471855817693505,100.4,166601300.02255133,13.5,15.992750770063443,37.23611598520773,703.6849237272043,1.0,244.6,Brute_Force
199.00761983394625,77125.6,7.1,79.1,14.89025084497069,14.89025084497069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,287.7,585.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7217.6,66.0,2954.0,477.3633772355096,792.7746626585397,144.3,166601459.9739457,13.5,30.87412023396576,1123.4450553746142,634572.3507186963,1.0,244.6,Brute_Force
27.51202323436737,4243.2,6.0,79.6,14.542743015397772,14.542743015397772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.3,0.0,0.3,17.2,36.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,392.2,58.2,100.8,71.13055555555556,14.100127347180353,74.2,0.0079330921173095,5.5,11.922663456917071,19.940591325570225,272.8327958553792,0.9,38.5,Brute_Force
61.78491425514221,4182.0,6.6,136.1,19.00338294812057,19.00338294812057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,6.6,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,625.1,80.0,218.9,116.19984126984129,47.88464646236734,147.3,0.004964804649353,5.5,15.19444346588873,67.71911645652075,3787.411057949105,0.9,38.5,Brute_Force
29.17742891311645,9051.2,7.1,119.7,16.770688397302532,16.770688397302532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,4.4,11.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1854.8,70.8,1234.2,339.1124603174603,415.38279576378153,252.2,0.0367545127868652,5.5,25.292901080189942,587.4399833455934,208181.52889714032,0.9,38.5,Brute_Force
92.03495790958404,48138.2,6.0,122.9,2.64351768937363,2.64351768937363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,139.2,300.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,506.4,61.2,138.2,90.84444444444443,26.67433478112494,85.6,0.0083064794540405,5.5,13.455846982193677,37.723206014747255,811.7987760141093,0.9,38.5,Brute_Force
203.6228376150131,69355.5,8.2,102.5,5.986813086361458,5.986813086361458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,73.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,445.4,50.0,113.6,75.63722222222222,23.087631555290123,84.2,0.0242192983627319,5.5,12.252023958436212,32.650841668564325,654.4612879188712,0.9,38.5,Brute_Force
113.01086914539336,60606.1,9.3,63.6,4.751674971747499,4.751674971747499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,1.0,0.0,180.3,376.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,509.2,56.0,147.0,94.73595238095238,39.351168504089415,91.0,0.0070250988006591,5.5,13.714956257827527,55.65095619371223,1722.2149314058956,0.9,38.5,Brute_Force
5.723943209648132,207.6,14.3,115.0,84.98022665570097,84.98022665570097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,479.9,62.8,114.3,87.42408730158729,17.586755807112667,77.9,0.0156251192092895,5.5,13.207011257841222,24.87142858056252,353.6968051618796,0.9,38.5,Brute_Force
11.13110692501068,2150.6,14.8,75.7,24.688219464717584,24.688219464717584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,547.9,66.0,214.5,96.64154761904764,47.573199046556816,96.1,0.017202615737915,5.5,13.87410235563993,67.27866329711546,4102.951904620182,0.7,38.5,Brute_Force
255.76822469234463,42976.8,17.0,83.1,3.055851753217519,3.055851753217519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1284.0,50.0,230.0,83.392543830009,58.39131188546141,69.6,166601410.8192606,13.5,12.923640384648127,82.72532554252868,3432.022642908852,1.0,244.6,Brute_Force
34.350304293632504,8807.7,8.2,76.5,6.013759650102609,6.013759650102609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.4,0.0,27.5,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,493.6,65.9,131.2,87.65559523809523,26.46705248943067,94.1,0.0144783973693847,5.5,13.224496253849884,37.430064586593446,876.4178734410431,0.9,38.5,Brute_Force
103.68627469539642,8111.3,12.6,112.8,1.996684163653464,1.996684163653464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,18.9,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2805.6,54.0,413.0,179.44402893417214,119.6967503650978,208.2,166601452.13349932,13.5,18.95925870819473,169.2977835283606,14343.397749624584,1.0,244.6,Brute_Force
34.284978890419005,5741.9,7.1,80.9,4.893123484250613,4.893123484250613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1,12.9,24.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,731.8,93.1,198.0,138.26376984126983,34.13725476583254,116.3,0.0070241928100585,5.5,16.611772910209567,48.27736867202596,1679.0027771951372,0.8,38.5,Brute_Force
0.0,54.0,6.0,64.0,10.672420636940082,10.672420636940082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83345098.46654642,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.1565517330169678,730.67,6.05,67.53,4.599727524934153,4.599727524934153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9438.43,316.06,1475.56,902.7258669838504,542.6262600305045,884.87,83340635.59612393,9.5,42.21841025388021,767.2984300622126,313023.516070698,0.95,141.55,DDoS
0.0,54.0,6.0,64.0,4106.02447381302,4106.02447381302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83318151.29413334,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,3.3287486332108283,3.3287486332108283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83344234.26630057,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,2.96856724637452,2.96856724637452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83089964.15343742,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,18.49935825905164,18.49935825905164,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83314511.02530035,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0,0.0,1.0,64.0,2.978968684387743,2.978968684387743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83150114.4664834,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS
0.0,53.46,5.94,63.36,1.9134261377351407,1.9134261377351407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.3,54.0,54.3,54.01677063983488,0.068859529552615,54.06,83088813.89019573,9.5,10.393931237608696,0.0978362070040848,0.09581371174495,0.05,141.55,DDoS
0.0,0.0,1.0,64.0,2.283837262369364,2.283837262369364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,441.0,42.0,42.0,42.0,0.0,42.0,83127712.3090535,9.5,9.16515138991168,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,27.628115311538465,27.628115311538465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83072368.91607164,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,31.689667119631228,31.689667119631228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83089349.4144225,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0460227990150451,22225.0,17.0,64.0,9666.249784345562,9666.249784345562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83106317.10657583,9.5,10.0,0.0,0.0,0.0,141.55,DDoS
0.0,54.0,6.0,64.0,0.6720671697992278,0.6720671697992278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83067243.8621144,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.161326196193695,61.56,6.0,64.0,1.737780793882655,1.737780793882655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83362449.45376092,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
0.0270888185501098,56.46,6.0,63.79,1.571376921147129,1.571376921147129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,83314023.23095347,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DDoS
4.120065088272095,108.0,6.0,64.0,0.9509946233320028,0.9509946233320028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82972418.7039735,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
6.999886345863343,143.98,6.0,64.0,0.3941062570230773,0.3941062570230773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.44,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.6,54.0,54.6,54.05257625295242,0.1661028106699157,54.04,82985390.26542296,9.5,10.397364699349998,0.2352075985391157,0.1894745098965299,0.15,141.55,DoS
0.0,81.0,6.0,64.0,5.0826309979241975,5.0826309979241975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82925812.0282284,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
0.0103327107429504,55.16,6.11,63.83,2.094434185498362,2.094434185498362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82946717.20434836,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
0.0,54.0,6.0,64.0,41.84331343631013,41.84331343631013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82947516.46675096,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
4.192064406871796,108.0,6.0,64.0,0.4770919112177394,0.4770919112177394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82985322.16849169,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
0.2803364610671997,42771.36,17.0,63.79,4714.649431229674,4714.649431229674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,524.88,49.92,50.0,49.99389473684212,0.0209318751307774,49.92,83015891.94703959,9.5,9.99957850321958,0.0252631578947368,0.0159556786703601,0.02,141.55,DoS
0.0733337116241455,23425.0,17.0,64.0,6386.91744796506,6386.91744796506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,525.0,50.0,50.0,50.0,0.0,50.0,83028528.23412651,9.5,10.0,0.0,0.0,0.0,141.55,DoS
5.95411289691925,108.0,6.0,64.0,0.3359022869163642,0.3359022869163642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,567.0,54.0,54.0,54.0,0.0,54.0,82985882.14829206,9.5,10.392304845413264,0.0,0.0,0.0,141.55,DoS
